|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
7036|To use a sporting phrase, I had not been once 'at fault. 944818|1|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7037|now carefully replaced this head portion in the indentation whence I had taken it, and the resemblance to a perfect nail was complete-the fissure was invisible. 944874|10|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7038|Pressing the spring, I gently raised the sash for a few inches; the head went up with it, remaining firm in its bed. 945034|11|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7039|I closed the window, and the semblance of the whole nail was again perfect. 945150|12|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7040|' The scent had never for an instant been lost. 945225|2|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7041|There was no flaw in any link of the chain. 945272|3|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7042|I had traced the secret to its ultimate result, --and that result was the nail. 945315|4|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7043|It had, I say, in every respect, the appearance of its fellow in the other window; but this fact was an absolute nullity (conclusive as it might seem to be) when compared with the consideration that here, at this point, terminated the clew. 945394|5|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7044|'There must be something wrong,' I said, 'about the nail. 945634|6|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7045|' I touched it; and the head, with about a quarter of an inch of the shank, came off in my fingers. 945691|7|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7046|The rest of the shank was in the gimlet-hole, where it had been broken off. 945790|8|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7047|The fracture was an old one (for its edges were incrusted with rust), and had apparently been accomplished by the blow of a hammer, which had partially imbedded, in the top of the bottom sash, the head portion of the nail. 945865|9|75|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7048|"""The riddle, so far, was now unriddled. 946087"|0|76|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7049|The assassin had escaped through the window which looked upon the bed. 946126|1|76|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7050|Dropping of its own accord upon his exit (or perhaps purposely closed) it had become fastened by the spring; and it was the retention of this spring which had been mistaken by the police for that of the nail, --farther inquiry being thus considered unnecessary. 946196|2|76|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7051|"""The next question is that of the mode of descent. 946457"|0|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7052|Upon this point I had been satisfied in my walk with you around the building. 946507|1|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7053|It was clear to me, however, that the shutter belonging to the window at the head of the bed, would, if swung fully back to the wall, reach to within two feet of the lightning-rod. 946584|10|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7054|It was also evident that, by exertion of a very unusual degree of activity and courage, an entrance into the window, from the rod, might have been thus effected. 946764|11|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7055|--By reaching to the distance of two feet and a half (we now suppose the shutter open to its whole extent) a robber might have taken a firm grasp upon the trellis-work. 946925|12|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7056|Letting go, then, his hold upon the rod, placing his feet securely against the wall, and springing boldly from it, he might have swung the shutter so as to close it, and, if we imagine the window open at the time, might have swung himself into the room. 947093|13|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7057|About five feet and a half from the casement in question there runs a lightning-rod. 947346|2|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7058|From this rod it would have been impossible for any one to reach the window itself, to say nothing of entering it. 947430|3|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7059|I observed, however, that shutters of the fourth story were of the peculiar kind called by Parisian carpenters ferrades --a kind rarely employed at the present day, but frequently seen upon very old mansions at Lyons and Bordeaux. 947544|4|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7060|They are in the form of an ordinary door, (a single, not a folding door) except that the upper half is latticed or worked in open trellis --thus affording an excellent hold for the hands. 947774|5|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7061|In the present instance these shutters are fully three feet and a half broad. 947961|6|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7062|When we saw them from the rear of the house, they were both about half open --that is to say, they stood off at right angles from the wall. 948038|7|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7063|It is probable that the police, as well as myself, examined the back of the tenement; but, if so, in looking at these ferrades in the line of their breadth (as they must have done), they did not perceive this great breadth itself, or, at all events, failed to take it into due consideration. 948177|8|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7064|In fact, having once satisfied themselves that no egress could have been made in this quarter, they would naturally bestow here a very cursory examination. 948468|9|77|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7065|"""I wish you to bear especially in mind that I have spoken of a very unusual degree of activity as requisite to success in so hazardous and so difficult a feat. 948623"|0|78|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7066|It is my design to show you, first, that the thing might possibly have been accomplished: --but, secondly and chiefly, I wish to impress upon your understanding the very extraordinary --the almost praeternatural character of that agility which could have accomplished it. 948782|1|78|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7067|"""You will say, no doubt, using the language of the law, that 'to make out my case' I should rather undervalue, than insist upon a full estimation of the activity required in this matter. 949053"|0|79|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7068|This may be the practice in law, but it is not the usage of reason. 949239|1|79|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7069|My ultimate object is only the truth. 949306|2|79|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7070|"My immediate purpose is to lead you to place in juxta-position that very unusual activity of which I have just spoken, with that very peculiar shrill (or harsh) and unequal voice, about whose nationality no two persons could be found to agree, and in whose utterance no syllabification could be detected"". 949343"|3|79|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7071|It was a freak of fancy in my friend (for what else shall I call it? 949648|0|8|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7072|The appearance of the ocean, in the space between the more distant island and the shore, had something very unusual about it. 949716|0|8|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7073|) to be enamored of the Night for her own sake; and into this bizarrerie, as into all his others, I quietly fell; giving myself up to his wild whims with a perfect abandon. 949841|1|8|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7074|Although, at the time, so strong a gale was blowing landward that a brig in the remote offing lay to under a double-reefed trysail, and constantly plunged her whole hull out of sight, still there was here nothing like a regular swell, but only a short, quick, angry cross dashing of water in every direction --as well in the teeth of the wind as otherwise. 950013|1|8|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7075|The sable divinity would not herself dwell with us always; but we could counterfeit her presence. 950369|2|8|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7076|Of foam there was little except in the immediate vicinity of the rocks. 950466|2|8|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7077|At the first dawn of the morning we closed all the massy shutters of our old building; lighted a couple of tapers which, strongly perfumed, threw out only the ghastliest and feeblest of rays. 950537|3|8|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7078|By the aid of these we then busied our souls in dreams --reading, writing, or conversing, until warned by the clock of the advent of the true Darkness. 950728|4|8|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7079|Then we sallied forth into the streets, arm and arm, continuing the topics of the day, or roaming far and wide until a late hour, seeking, amid the wild lights and shadows of the populous city, that infinity of mental excitement which quiet observation can afford. 950879|5|8|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7080|At these words a vague and half-formed conception of the meaning of Dupin flitted over my mind. 951143|0|80|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7081|I seemed to be upon the verge of comprehension, without power to comprehend --as men, at times, find themselves upon the brink of remembrance, without being able, in the end, to remember. 951238|1|80|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7082|My friend went on with his discourse. 951425|2|80|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7083|"""You will see,"" he said, ""that I have shifted the question from the mode of egress to that of ingress. 951462"|0|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7084|It was my design to suggest that both were effected in the same manner, at the same point. 951564|1|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7085|If a thief had taken any, why did he not take the best --why did he not take all? 951654|10|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7086|In a word, why did he abandon four thousand francs in gold to encumber himself with a bundle of linen? 951735|11|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7087|The gold was abandoned. 951837|12|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7088|Nearly the whole sum mentioned by Monsieur Mignaud, the banker, was discovered, in bags, upon the floor. 951860|13|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7089|I wish you, therefore, to discard from your thoughts the blundering idea of motive, engendered in the brains of the police by that portion of the evidence which speaks of money delivered at the door of the house. 951964|14|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7090|Coincidences ten times as remarkable as this (the delivery of the money, and murder committed within three days upon the party receiving it), happen to all of us every hour of our lives, without attracting even momentary notice. 952176|15|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7091|Coincidences, in general, are great stumbling-blocks in the way of that class of thinkers who have been educated to know nothing of the theory of probabilities --that theory to which the most glorious objects of human research are indebted for the most glorious of illustration. 952404|16|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7092|In the present instance, had the gold been gone, the fact of its delivery three days before would have formed something more than a coincidence. 952682|17|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7093|It would have been corroborative of this idea of motive. 952826|18|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7094|But, under the real circumstances of the case, if we are to suppose gold the motive of this outrage, we must also imagine the perpetrator so vacillating an idiot as to have abandoned his gold and his motive together. 952882|19|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7095|Let us now revert to the interior of the room. 953098|2|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7096|Let us survey the appearances here. 953144|3|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7097|The drawers of the bureau, it is said, had been rifled, although many articles of apparel still remained within them. 953179|4|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7098|The conclusion here is absurd. 953296|5|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7099|It is a mere guess --a very silly one --and no more. 953326|6|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7100|How are we to know that the articles found in the drawers were not all these drawers had originally contained? 953378|7|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7101|Madame L'Espanaye and her daughter lived an exceedingly retired life --saw no company --seldom went out --had little use for numerous changes of habiliment. 953488|8|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7102|Those found were at least of as good quality as any likely to be possessed by these ladies. 953644|9|81|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7103|"""Keeping now steadily in mind the points to which I have drawn your attention --that peculiar voice, that unusual agility, and that startling absence of motive in a murder so singularly atrocious as this --let us glance at the butchery itself. 953735"|0|82|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7104|Here is a woman strangled to death by manual strength, and thrust up a chimney, head downward. 953978|1|82|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7105|Ordinary assassins employ no such modes of murder as this. 954072|2|82|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7106|Least of all, do they thus dispose of the murdered. 954130|3|82|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7107|In the manner of thrusting the corpse up the chimney, you will that there was something excessively outre --something altogether irreconcilable with our common notions of human action, even when we suppose the actors the most depraved of men. 954181|4|82|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7108|Think, too, how great must have been that strength which could have thrust the body up such an aperture so forcibly that the united vigor of several persons was found barely sufficient to drag it down! 954423|5|82|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7109|"""Turn, now, to other indications of the employment of a vigor most marvellous. 954624"|0|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7110|On the hearth were thick tresses --very thick tresses --of grey human hair. 954702|1|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7111|Monsieur Dumas, and his worthy coadjutor Monsieur Etienne, have pronounced that they were inflicted by some obtuse instrument; and so far these gentlemen are very correct. 954777|10|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7112|The obtuse instrument was clearly the stone pavement in the yard, upon which the victim had fAllan from the window which looked in upon the bed. 954948|11|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7113|This idea, however simple it may now seem, escaped the police for the same reason that the breadth of the shutters escaped them --because, by the affair of the nails, their perceptions had been hermetically sealed against the possibility of the windows have ever been opened at all. 955092|12|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7114|These had been torn out by the roots. 955374|2|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7115|You are aware of the great force necessary in tearing thus from the head even twenty or thirty hairs together. 955411|3|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7116|You saw the locks in question as well as myself. 955521|4|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7117|Their roots (a hideous sight! 955569|5|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7118|) were clotted with fragments of the flesh of the scalp --sure token of the prodigious power which had been exerted in uprooting perhaps half a million of hairs at a time. 955598|6|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7119|The throat of the old lady was not merely cut, but the head absolutely severed from the body: the instrument was a mere razor. 955769|7|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7120|I wish you also to look at the brutal ferocity of these deeds. 955895|8|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7121|Of the bruises upon the body of Madame L'Espanaye I do not speak. 955957|9|83|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7122|If now, in addition to all these things, you have properly reflected upon the odd disorder of the chamber, we have gone so far as to combine the ideas of an agility astounding, a strength superhuman, a ferocity brutal, a butchery without motive, a grotesquerie in horror absolutely alien from humanity, and a voice foreign in tone to the ears of men of many nations, and devoid of all distinct or intelligible syllabification. 956022|0|84|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7123|What result, then, has ensued? 956448|1|84|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7124|"What impression have I made upon your fancy""? 956478"|2|84|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7125|I felt a creeping of the flesh as Dupin asked me the question. 956523|0|85|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7126|"""A madman,"" I said, ""has done this deed --some raving maniac, escaped from a neighboring Maison de Sante"". 956585"|1|85|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7127|"""In some respects,"" he replied, ""your idea is not irrelevant. 956691"|0|86|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7128|But the voices of madmen, even in their wildest paroxysms, are never found to tally with that peculiar voice heard upon the stairs. 956752|1|86|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7129|Madmen are of some nation, and their language, however incoherent in its words, has always the coherence of syllabification. 956883|2|86|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7130|Besides, the hair of a madman is not such as I now hold in my hand. 957007|3|86|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7131|I disentangled this little tuft from the rigidly clutched fingers of Madame L'Espanaye. 957074|4|86|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7132|"Tell me what you can make of it"". 957161"|5|86|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7133|"""Dupin""! 957194"|0|87|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7134|"I said, completely unnerved; ""this hair is most unusual --this is no human hair"". 957202"|1|87|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7135|"""I have not asserted that it is,"" said he; ""but, before we decide this point, I wish you to glance at the little sketch I have here traced upon this paper. 957283"|0|88|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7136|It is a fac-simile drawing of what has been described in one portion of the testimony as 'dark bruises, and deep indentations of finger nails,' upon the throat of Mademoiselle L'Espanaye, and in another, (by Messrs. 957438|1|88|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7137|Dumas and Etienne,) as a 'series of livid spots, evidently the impression of fingers. 957653|2|88|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7138|"""You will perceive,"" continued my friend, spreading out the paper upon the table before us, ""that this drawing gives the idea of a firm and fixed hold. 957738"|0|89|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7139|There is no slipping apparent. 957889|1|89|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7140|Each finger has retained --possibly until the death of the victim --the fearful grasp by which it originally imbedded itself. 957919|2|89|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7141|"Attempt, now, to place all your fingers, at the same time, in the respective impressions as you see them"". 958044"|3|89|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7142|At such times I could not help remarking and admiring (although from his rich ideality I had been prepared to expect it) a peculiar analytic ability in Dupin. 958150|0|9|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7143|"""The island in the distance,"" resumed the old man, ""is called by the Norwegians Vurrgh. 958308"|0|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7144|He seemed, too, to take an eager delight in its exercise --if not exactly in its display --and did not hesitate to confess the pleasure thus derived. 958395|1|9|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7145|The one midway is Moskoe. 958544|1|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7146|He boasted to me, with a low chuckling laugh, that most men, in respect to himself, wore windows in their bosoms, and was wont to follow up such assertions by direct and very startling proofs of his intimate knowledge of my own. 958569|2|9|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7147|That a mile to the northward is Ambaaren. 958797|2|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7148|His manner at these moments was frigid and abstract; his eyes were vacant in expression; while his voice, usually a rich tenor, rose into a treble which would have sounded petulantly but for the deliberateness and entire distinctness of the enunciation. 958838|3|9|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7149|Yonder are Iflesen, Hoeyholm, Kieldholm, Suarven, and Buckholm. 959091|3|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7150|Observing him in these moods, I often dwelt meditatively upon the old philosophy of the Bi-Part Soul, and amused myself with the fancy of a double Dupin --the creative and the resolvent. 959154|4|9|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7151|Farther off --between Moskoe and Vurrgh --are Otterholm, Flimen, Sandflesen, and Skarholm. 959340|4|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7152|These are the true names of the places --but why it has been thought necessary to name them at all, is more than either you or I can understand. 959430|5|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7153|Do you hear any thing? 959574|6|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7154|"Do you see any change in the water""? 959596"|7|9|A Descent Into The Maelström|1841-04-25 00:00:00|['Adventure']
7155|I made the attempt in vain. 959632|0|90|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7156|"""We are possibly not giving this matter a fair trial,"" he said. 959659"|0|91|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7157|"""The paper is spread out upon a plane surface; but the human throat is cylindrical. 959722"|1|91|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7158|Here is a billet of wood, the circumference of which is about that of the throat. 959805|2|91|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7159|"Wrap the drawing around it, and try the experiment again"". 959886"|3|91|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7160|I did so; but the difficulty was even more obvious than before. 959944|0|92|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7161|"""This,"" I said, ""is the mark of no human hand"". 960007"|0|93|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7162|"""Read now,"" replied Dupin, ""this passage from Cuvier"". 960054"|0|94|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7163|It was a minute anatomical and generally descriptive account of the large fulvous Ourang-Outang of the East Indian Islands. 960108|1|94|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7164|The gigantic stature, the prodigious strength and activity, the wild ferocity, and the imitative propensities of these mammalia are sufficiently well known to all. 960231|2|94|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7165|I understood the full horrors of the murder at once. 960394|3|94|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7166|"""The description of the digits,"" said I, as I made an end of reading, ""is in exact accordance with this drawing, I see that no animal but an Ourang-Outang, of the species here mentioned, could have impressed the indentations as you have traced them. 960446"|0|95|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7167|This tuft of tawny hair, too, is identical in character with that of the beast of Cuvier. 960695|1|95|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7168|But I cannot possibly comprehend the particulars of this frightful mystery. 960784|2|95|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7169|"Besides, there were two voices heard in contention, and one of them was unquestionably the voice of a Frenchman"". 960859"|3|95|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7170|True; and you will remember an expression attributed almost unanimously, by the evidence, to this voice, --the expression, 'mon Dieu! 960972|0|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7171|' This, under the circumstances, has been justly characterized by one of the witnesses (Montani, the confectioner,) as an expression of remonstrance or expostulation. 961105|1|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7172|"If the Frenchman in question is indeed, as I suppose, innocent of this atrocity, this advertisement, which I left last night, upon our return home, at the office of 'Le Monde,' (a paper devoted to the shipping interest, and much sought by sailors,) will bring him to our residence"". 961271"|10|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7173|Upon these two words, therefore, I have mainly built my hopes of a full solution of the riddle. 961553|2|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7174|A Frenchman was cognizant of the murder. 961648|3|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7175|It is possible --indeed it is far more than probable --that he was innocent of all participation in the bloody transactions which took place. 961688|4|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7176|The Ourang-Outang may have escaped from him. 961829|5|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7177|He may have traced it to the chamber; but, under the agitating circumstances which ensued, he could never have re-captured it. 961873|6|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7178|It is still at large. 961999|7|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7179|I will not pursue these guesses-for I have no right to call them more --since the shades of reflection upon which they are based are scarcely of sufficient depth to be appreciable by my own intellect, and since I could not pretend to make them intelligible to the understanding of another. 962020|8|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7180|We will call them guesses then, and speak of them as such. 962309|9|96|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7181|Caught --In the Bois de Boulogne, early in the morning of the --inst. 962367|0|98|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7182|, (the morning of the murder,) a very large, tawny Ourang-Outang of the Bornese species. 962436|1|98|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7183|The owner, (who is ascertained to be a sailor, belonging to a Maltese vessel,) may have the animal again, upon identifying it satisfactorily, and paying a few charges arising from its capture and keeping. 962524|2|98|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7184|Call at No. 962728|3|98|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7185|--, Rue --, Faubourg St. Germain --au troisieme. 962739|4|98|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7186|"""How was it possible,"" I asked, ""that you should know the man to be a sailor, and belonging to a Maltese vessel""? 962787"|0|99|The Murders In The Rue Morgue|1841-04-25 00:00:00|['Detective fiction']
7187|Nullus enim locus sine genio est. 962900|0|0|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7188|"""LA MUSIQUE,"" says Marmontel, in those ""Contes Moraux""* which in all our translations, we have insisted upon calling ""Moral Tales,"" as if in mockery of their spirit–""la musique est le seul des talents qui jouissent de lui-meme; tous les autres veulent des temoins"". 962933"|0|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7189|He here confounds the pleasure derivable from sweet sounds with the capacity for creating them. 963198|1|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7190|I love, indeed, to regard the dark valleys, and the gray rocks, and the waters that silently smile, and the forests that sigh in uneasy slumbers, and the proud watchful mountains that look down upon all,–I love to regard these as themselves but the colossal members of one vast animate and sentient whole–a whole whose form (that of the sphere) is the most perfect and most inclusive of all; whose path is among associate planets; whose meek handmaiden is the moon, whose mediate sovereign is the sun; whose life is eternity, whose thought is that of a God; whose enjoyment is knowledge; whose destinies are lost in immensity, whose cognizance of ourselves is akin with our own cognizance of the animalculae which infest the brain–a being which we, in consequence, regard as purely inanimate and material much in the same manner as these animalculae must thus regard us. 963293|10|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7191|No more than any other talent, is that for music susceptible of complete enjoyment, where there is no second party to appreciate its exercise. 964163|2|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7192|And it is only in common with other talents that it produces effects which may be fully enjoyed in solitude. 964305|3|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7193|The idea which the raconteur has either failed to entertain clearly, or has sacrificed in its expression to his national love of point, is, doubtless, the very tenable one that the higher order of music is the most thoroughly estimated when we are exclusively alone. 964413|4|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7194|The proposition, in this form, will be admitted at once by those who love the lyre for its own sake, and for its spiritual uses. 964679|5|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
