sentence_text|sentence_number|paragraph_number|title|publication_date|genre
Presently his voice was heard in a sort of halloo.|2|99|The Gold-Bug|June 1843|Adventure
"""How much fudder is got for go""?"|0|100|The Gold-Bug|June 1843|Adventure
"""How high up are you""?"|0|101|The Gold-Bug|June 1843|Adventure
asked Legrand.|1|101|The Gold-Bug|June 1843|Adventure
"""Ebber so fur,"" replied the negro; ""can see de sky fru de top ob de tree""."|0|102|The Gold-Bug|June 1843|Adventure
"""Never mind the sky, but attend to what I say."|0|103|The Gold-Bug|June 1843|Adventure
Look down the trunk and count the limbs below you on this side.|1|103|The Gold-Bug|June 1843|Adventure
"How many limbs have you passed""?"|2|103|The Gold-Bug|June 1843|Adventure
"""One, two, tree, four, fibe --I done pass fibe big limb, massa, 'pon dis side""."|0|104|The Gold-Bug|June 1843|Adventure
"""Then go one limb higher""."|0|105|The Gold-Bug|June 1843|Adventure
In a few minutes the voice was heard again, announcing that the seventh limb was attained.|0|106|The Gold-Bug|June 1843|Adventure
"""Now, Jup,"" cried Legrand, evidently much excited, ""I want you to work your way out upon that limb as far as you can."|0|107|The Gold-Bug|June 1843|Adventure
"If you see anything strange, let me know""."|1|107|The Gold-Bug|June 1843|Adventure
By this time what little doubt I might have entertained of my poor friend's insanity, was put finally at rest.|0|108|The Gold-Bug|June 1843|Adventure
I had no alternative but to conclude him stricken with lunacy, and I became seriously anxious about getting him home.|1|108|The Gold-Bug|June 1843|Adventure
While I was pondering upon what was best to be done, Jupiter's voice was again heard.|2|108|The Gold-Bug|June 1843|Adventure
"""Mos' feerd for to ventur 'pon dis limb berry far --'tis dead limb putty much all de way""."|0|109|The Gold-Bug|June 1843|Adventure
"""Did you say it was a dead limb, Jupiter""?"|0|110|The Gold-Bug|June 1843|Adventure
cried Legrand in a quavering voice.|1|110|The Gold-Bug|June 1843|Adventure
"""Yes, massa, him dead as de door-nail --done up for sartain --done departed dis here life""."|0|111|The Gold-Bug|June 1843|Adventure
"""What in the name of heaven shall I do""?"|0|112|The Gold-Bug|June 1843|Adventure
asked Legrand, seemingly in the greatest distress.|1|112|The Gold-Bug|June 1843|Adventure
"""Do""!"|0|113|The Gold-Bug|June 1843|Adventure
"said I, glad of an opportunity to interpose a word, ""why come home and go to bed."|1|113|The Gold-Bug|June 1843|Adventure
Come now!|2|113|The Gold-Bug|June 1843|Adventure
--that's a fine fellow.|3|113|The Gold-Bug|June 1843|Adventure
"It's getting late, and, besides, you remember your promise""."|4|113|The Gold-Bug|June 1843|Adventure
"""Jupiter,"" cried he, without heeding me in the least, ""do you hear me""?"|0|114|The Gold-Bug|June 1843|Adventure
"""Yes, Massa Will, hear you ebber so plain""."|0|115|The Gold-Bug|June 1843|Adventure
"""Try the wood well, then, with your knife, and see if you think it very rotten""."|0|116|The Gold-Bug|June 1843|Adventure
"""Him rotten, massa, sure nuff,"" replied the negro in a few moments, ""but not so berry rotten as mought be."|0|117|The Gold-Bug|June 1843|Adventure
"Mought ventur out leetle way pon de limb by myself, dat's true""."|1|117|The Gold-Bug|June 1843|Adventure
"""By yourself!"|0|118|The Gold-Bug|June 1843|Adventure
"--what do you mean""?"|1|118|The Gold-Bug|June 1843|Adventure
"""Why I mean de bug."|0|119|The Gold-Bug|June 1843|Adventure
'Tis berry hebby bug.|1|119|The Gold-Bug|June 1843|Adventure
"Spose I drop him down fuss, and den de limb won't break wid just de weight ob one nigger""."|2|119|The Gold-Bug|June 1843|Adventure
"""You infernal scoundrel""!"|0|120|The Gold-Bug|June 1843|Adventure
"cried Legrand, apparently much relieved, ""what do you mean by telling me such nonsense as that?"|1|120|The Gold-Bug|June 1843|Adventure
As sure as you let that beetle fall!|2|120|The Gold-Bug|June 1843|Adventure
--I'll break your neck.|3|120|The Gold-Bug|June 1843|Adventure
Look here, Jupiter!|4|120|The Gold-Bug|June 1843|Adventure
"do you hear me""?"|5|120|The Gold-Bug|June 1843|Adventure
"""Yes, massa, needn't hollo at poor nigger dat style""."|0|121|The Gold-Bug|June 1843|Adventure
"""Well!"|0|122|The Gold-Bug|June 1843|Adventure
now listen!|1|122|The Gold-Bug|June 1843|Adventure
"--if you will venture out on the limb as far as you think safe, and not let go the beetle, I'll make you a present of a silver dollar as soon as you get down""."|2|122|The Gold-Bug|June 1843|Adventure
"""I'm gwine, Massa Will --deed I is,"" replied the negro very promptly --""mos out to the eend now""."|0|123|The Gold-Bug|June 1843|Adventure
"""Out to the end""!"|0|124|The Gold-Bug|June 1843|Adventure
"here fairly screamed Legrand, ""do you say you are out to the end of that limb""?"|1|124|The Gold-Bug|June 1843|Adventure
"""Soon be to de eend, massa, --o-o-o-o-oh!"|0|125|The Gold-Bug|June 1843|Adventure
Lor-gol-a-marcy!|1|125|The Gold-Bug|June 1843|Adventure
"what is dis here pon de tree""?"|2|125|The Gold-Bug|June 1843|Adventure
"""Well""!"|0|126|The Gold-Bug|June 1843|Adventure
"cried Legrand, highly delighted, ""what is it""?"|1|126|The Gold-Bug|June 1843|Adventure
"""Why taint noffin but a skull --somebody bin lef him head up de tree, and de crows done gobble ebery bit ob de meat off""."|0|127|The Gold-Bug|June 1843|Adventure
"""A skull, you say!"|0|128|The Gold-Bug|June 1843|Adventure
--very well!|1|128|The Gold-Bug|June 1843|Adventure
--how is it fastened to the limb?|2|128|The Gold-Bug|June 1843|Adventure
"--what holds it on""?"|3|128|The Gold-Bug|June 1843|Adventure
"""Sure nuff, massa; mus look."|0|129|The Gold-Bug|June 1843|Adventure
"Why dis berry curous sarcumstance, pon my word --dare's a great big nail in de skull, what fastens ob it on to de tree""."|1|129|The Gold-Bug|June 1843|Adventure
"""Well now, Jupiter, do exactly as I tell you --do you hear""?"|0|130|The Gold-Bug|June 1843|Adventure
"""Yes, massa""."|0|131|The Gold-Bug|June 1843|Adventure
"""Pay attention, then!"|0|132|The Gold-Bug|June 1843|Adventure
"--find the left eye of the skull""."|1|132|The Gold-Bug|June 1843|Adventure
"""Hum!"|0|133|The Gold-Bug|June 1843|Adventure
hoo!|1|133|The Gold-Bug|June 1843|Adventure
dat's good!|2|133|The Gold-Bug|June 1843|Adventure
"why dar ain't no eye lef' at all""."|3|133|The Gold-Bug|June 1843|Adventure
"""Curse your stupidity!"|0|134|The Gold-Bug|June 1843|Adventure
"do you know your right hand from your left""?"|1|134|The Gold-Bug|June 1843|Adventure
"""Yes, I nose dat --nose all bout dat --'tis my left hand what I chops de wood wid""."|0|135|The Gold-Bug|June 1843|Adventure
"""To be sure!"|0|136|The Gold-Bug|June 1843|Adventure
you are left-handed; and your left eye is on the same side as your left hand.|1|136|The Gold-Bug|June 1843|Adventure
Now, I suppose, you can find the left eye of the skull, or the place where the left eye has been.|2|136|The Gold-Bug|June 1843|Adventure
"Have you found it""?"|3|136|The Gold-Bug|June 1843|Adventure
Here was a long pause.|0|137|The Gold-Bug|June 1843|Adventure
"""Is de lef' eye of de skull pon de same side as de lef' hand of de skull, too?"|0|138|The Gold-Bug|June 1843|Adventure
--cause de skull ain't got not a bit ob a hand at all --nebber mind!|1|138|The Gold-Bug|June 1843|Adventure
I got de lef' eye now --here de lef' eye!|2|138|The Gold-Bug|June 1843|Adventure
"what mus do wid it""?"|3|138|The Gold-Bug|June 1843|Adventure
"""Let the beetle drop through it, as far as the string will reach --but be careful and not let go your hold of the string""."|0|139|The Gold-Bug|June 1843|Adventure
"""All dat done, Massa Will; mighty easy ting for to put de bug fru de hole --look out for him dar below""?"|0|140|The Gold-Bug|June 1843|Adventure
During this colloquy no portion of Jupiter's person could be seen; but the beetle, which he had suffered to descend, was now visible at the end of the string, and glistened, like a globe of burnished gold, in the last rays of the setting sun, some of which still faintly illumined the eminence upon which we stood.|0|141|The Gold-Bug|June 1843|Adventure
The scarabaeus hung quite clear of any branches, and, if allowed to fall, would have fAllan at our feet.|1|141|The Gold-Bug|June 1843|Adventure
Legrand immediately took the scythe, and cleared with it a circular space, three or four yards in diameter, just beneath the insect, and, having accomplished this, ordered Jupiter to let go the string and come down from the tree.|2|141|The Gold-Bug|June 1843|Adventure
Driving a peg, with great nicety, into the ground, at the precise spot where the beetle fell, my friend now produced from his pocket a tape-measure.|0|142|The Gold-Bug|June 1843|Adventure
Fastening one end of this at that point of the trunk of the tree which was nearest the peg, he unrolled it till it reached the peg, and thence farther unrolled it, in the direction already established by the two points of the tree and the peg, for the distance of fifty feet --Jupiter clearing away the brambles with the scythe.|1|142|The Gold-Bug|June 1843|Adventure
At the spot thus attained a second peg was driven, and about this, as a centre, a rude circle, about four feet in diameter, described.|2|142|The Gold-Bug|June 1843|Adventure
Taking now a spade himself, and giving one to Jupiter and one to me, Legrand begged us to set about one to digging as quickly as possible.|3|142|The Gold-Bug|June 1843|Adventure
To speak the truth, I had no especial relish for such amusement at any time, and, at that particular moment, would most willingly have declined it; for the night was coming on, and I felt much fatigued with the exercise already taken; but I saw no mode of escape, and was fearful of disturbing my poor friend's equanimity by a refusal.|0|143|The Gold-Bug|June 1843|Adventure
Could I have depended, indeed, upon Jupiter's aid, I would have had no hesitation in attempting to get the lunatic home by force; but I was too well assured of the old negro's disposition, to hope that he would assist me, under any circumstances, in a personal contest with his master.|1|143|The Gold-Bug|June 1843|Adventure
"I made no doubt that the latter had been infected with some of the innumerable Southern superstitions about money buried, and that his phantasy had received confirmation by the finding of the scarabaeus, or, perhaps, by Jupiter's obstinacy in maintaining it to be ""a bug of real gold""."|2|143|The Gold-Bug|June 1843|Adventure
"A mind disposed to lunacy would readily be led away by such suggestions --especially if chiming in with favorite preconceived ideas --and then I called to mind the poor fellow's speech about the beetle's being ""the index of his fortune""."|3|143|The Gold-Bug|June 1843|Adventure
Upon the whole, I was sadly vexed and puzzled, but, at length, I concluded to make a virtue of necessity --to dig with a good will, and thus the sooner to convince the visionary, by ocular demonstration, of the fallacy of the opinions he entertained.|4|143|The Gold-Bug|June 1843|Adventure
The lanterns having been lit, we all fell to work with a zeal worthy a more rational cause; and, as the glare fell upon our persons and implements, I could not help thinking how picturesque a group we composed, and how strange and suspicious our labors must have appeared to any interloper who, by chance, might have stumbled upon our whereabouts.|0|144|The Gold-Bug|June 1843|Adventure
We dug very steadily for two hours.|0|145|The Gold-Bug|June 1843|Adventure
Little was said; and our chief embarrassment lay in the yelpings of the dog, who took exceeding interest in our proceedings.|1|145|The Gold-Bug|June 1843|Adventure
He, at length, became so obstreperous that we grew fearful of his giving the alarm to some stragglers in the vicinity; --or, rather, this was the apprehension of Legrand; --for myself, I should have rejoiced at any interruption which might have enabled me to get the wanderer home.|2|145|The Gold-Bug|June 1843|Adventure
The noise was, at length, very effectually silenced by Jupiter, who, getting out of the hole with a dogged air of deliberation, tied the brute's mouth up with one of his suspenders, and then returned, with a grave chuckle, to his task.|3|145|The Gold-Bug|June 1843|Adventure
When the time mentioned had expired, we had reached a depth of five feet, and yet no signs of any treasure became manifest.|0|146|The Gold-Bug|June 1843|Adventure
A general pause ensued, and I began to hope that the farce was at an end.|1|146|The Gold-Bug|June 1843|Adventure
Legrand, however, although evidently much disconcerted, wiped his brow thoughtfully and recommenced.|2|146|The Gold-Bug|June 1843|Adventure
We had excavated the entire circle of four feet diameter, and now we slightly enlarged the limit, and went to the farther depth of two feet.|3|146|The Gold-Bug|June 1843|Adventure
Still nothing appeared.|4|146|The Gold-Bug|June 1843|Adventure
The gold-seeker, whom I sincerely pitied, at length clambered from the pit, with the bitterest disappointment imprinted upon every feature, and proceeded, slowly and reluctantly, to put on his coat, which he had thrown off at the beginning of his labor.|5|146|The Gold-Bug|June 1843|Adventure
In the mean time I made no remark.|6|146|The Gold-Bug|June 1843|Adventure
Jupiter, at a signal from his master, began to gather up his tools.|7|146|The Gold-Bug|June 1843|Adventure
This done, and the dog having been unmuzzled, we turned in profound silence towards home.|8|146|The Gold-Bug|June 1843|Adventure
We had taken, perhaps, a dozen steps in this direction, when, with a loud oath, Legrand strode up to Jupiter, and seized him by the collar.|0|147|The Gold-Bug|June 1843|Adventure
The astonished negro opened his eyes and mouth to the fullest extent, let fall the spades, and fell upon his knees.|1|147|The Gold-Bug|June 1843|Adventure
"""You scoundrel,"" said Legrand, hissing out the syllables from between his clenched teeth --""you infernal black villain!"|0|148|The Gold-Bug|June 1843|Adventure
--speak, I tell you!|1|148|The Gold-Bug|June 1843|Adventure
--answer me this instant, without prevarication!|2|148|The Gold-Bug|June 1843|Adventure
"which --which is your left eye""?"|3|148|The Gold-Bug|June 1843|Adventure
"""Oh, my golly, Massa Will!"|0|149|The Gold-Bug|June 1843|Adventure
"ain't dis here my lef' eye for sartain""?"|1|149|The Gold-Bug|June 1843|Adventure
roared the terrified Jupiter, placing his hand upon his right organ of vision, and holding it there with a desperate pertinacity, as if in immediate dread of his master's attempt at a gouge.|2|149|The Gold-Bug|June 1843|Adventure
"""I thought so!"|0|150|The Gold-Bug|June 1843|Adventure
--I knew it!|1|150|The Gold-Bug|June 1843|Adventure
"--hurrah""!"|2|150|The Gold-Bug|June 1843|Adventure
vociferated Legrand, letting the negro go, and executing a series of curvets and caracols, much to the astonishment of his valet, who, arising from his knees, looked, mutely, from his master to myself, and then from myself to his master.|3|150|The Gold-Bug|June 1843|Adventure
"""Come!"|0|151|The Gold-Bug|June 1843|Adventure
"we must go back,"" said the latter, ""the game's not up yet;"" and he again led the way to the tulip-tree."|1|151|The Gold-Bug|June 1843|Adventure
"""Jupiter,"" said he, when we reached its foot, come here!"|0|152|The Gold-Bug|June 1843|Adventure
"was the skull nailed to the limb with the face outward, or with the face to the limb""?"|1|152|The Gold-Bug|June 1843|Adventure
"""De face was out, massa, so dat de crows could get at de eyes good, widout any trouble""."|0|153|The Gold-Bug|June 1843|Adventure
"""Well, then, was it this eye or that through which you let the beetle fall""?"|0|154|The Gold-Bug|June 1843|Adventure
--here Legrand touched each of Jupiter's eyes.|1|154|The Gold-Bug|June 1843|Adventure
"""'Twas dis eye, massa --de lef' eye --jis as you tell me,"" and here it was his right eye that the negro indicated."|0|155|The Gold-Bug|June 1843|Adventure
"""That will do --we must try it again""."|0|156|The Gold-Bug|June 1843|Adventure
Here my friend, about whose madness I now saw, or fancied that I saw, certain indications of method, removed the peg which marked the spot where the beetle fell, to a spot about three inches to the westward of its former position.|0|157|The Gold-Bug|June 1843|Adventure
Taking, now, the tape-measure from the nearest point of the trunk to the peg, as before, and continuing the extension in a straight line to the distance of fifty feet, a spot was indicated, removed, by several yards, from the point at which we had been digging.|1|157|The Gold-Bug|June 1843|Adventure
Around the new position a circle, somewhat larger than in the former instance, was now described, and we again set to work with the spades.|0|158|The Gold-Bug|June 1843|Adventure
I was dreadfully weary, but, scarcely understanding what had occasioned the change in my thoughts, I felt no longer any great aversion from the labor imposed.|1|158|The Gold-Bug|June 1843|Adventure
I had become most unaccountably interested --nay, even excited.|2|158|The Gold-Bug|June 1843|Adventure
Perhaps there was something, amid all the extravagant demeanor of Legrand --some air of forethought, or of deliberation, which impressed me.|3|158|The Gold-Bug|June 1843|Adventure
I dug eagerly, and now and then caught myself actually looking, with something that very much resembled expectation, for the fancied treasure, the vision of which had demented my unfortunate companion.|4|158|The Gold-Bug|June 1843|Adventure
At a period when such vagaries of thought most fully possessed me, and when we had been at work perhaps an hour and a half, we were again interrupted by the violent howlings of the dog.|5|158|The Gold-Bug|June 1843|Adventure
His uneasiness, in the first instance, had been, evidently, but the result of playfulness or caprice, but he now assumed a bitter and serious tone.|6|158|The Gold-Bug|June 1843|Adventure
Upon Jupiter's again attempting to muzzle him, he made furious resistance, and, leaping into the hole, tore up the mould frantically with his claws.|7|158|The Gold-Bug|June 1843|Adventure
In a few seconds he had uncovered a mass of human bones, forming two complete skeletons, intermingled with several buttons of metal, and what appeared to be the dust of decayed woollen.|8|158|The Gold-Bug|June 1843|Adventure
One or two strokes of a spade upturned the blade of a large Spanish knife, and, as we dug farther, three or four loose pieces of gold and silver coin came to light.|9|158|The Gold-Bug|June 1843|Adventure
At sight of these the joy of Jupiter could scarcely be restrained, but the countenance of his master wore an air of extreme disappointment.|0|159|The Gold-Bug|June 1843|Adventure
He urged us, however, to continue our exertions, and the words were hardly uttered when I stumbled and fell forward, having caught the toe of my boot in a large ring of iron that lay half buried in the loose earth.|1|159|The Gold-Bug|June 1843|Adventure
We now worked in earnest, and never did I pass ten minutes of more intense excitement.|0|160|The Gold-Bug|June 1843|Adventure
During this interval we had fairly unearthed an oblong chest of wood, which, from its perfect preservation, and wonderful hardness, had plainly been subjected to some mineralizing process --perhaps that of the Bi-chloride of Mercury.|1|160|The Gold-Bug|June 1843|Adventure
This box was three feet and a half long, three feet broad, and two and a half feet deep.|2|160|The Gold-Bug|June 1843|Adventure
It was firmly secured by bands of wrought iron, riveted, and forming a kind of trellis-work over the whole.|3|160|The Gold-Bug|June 1843|Adventure
On each side of the chest, near the top, were three rings of iron --six in all --by means of which a firm hold could be obtained by six persons.|4|160|The Gold-Bug|June 1843|Adventure
Our utmost united endeavors served only to disturb the coffer very slightly in its bed.|5|160|The Gold-Bug|June 1843|Adventure
We at once saw the impossibility of removing so great a weight.|6|160|The Gold-Bug|June 1843|Adventure
Luckily, the sole fastenings of the lid consisted of two sliding bolts.|7|160|The Gold-Bug|June 1843|Adventure
These we drew back --trembling and panting with anxiety.|8|160|The Gold-Bug|June 1843|Adventure
In an instant, a treasure of incalculable value lay gleaming before us.|9|160|The Gold-Bug|June 1843|Adventure
As the rays of the lanterns fell within the pit, there flashed upwards, from a confused heap of gold and of jewels, a glow and a glare that absolutely dazzled our eyes.|10|160|The Gold-Bug|June 1843|Adventure
I shall not pretend to describe the feelings with which I gazed.|0|161|The Gold-Bug|June 1843|Adventure
Amazement was, of course, predominant.|1|161|The Gold-Bug|June 1843|Adventure
Legrand appeared exhausted with excitement, and spoke very few words.|2|161|The Gold-Bug|June 1843|Adventure
Jupiter's countenance wore, for some minutes, as deadly a pallor as it is possible, in the nature of things, for any negro's visage to assume.|3|161|The Gold-Bug|June 1843|Adventure
He seemed stupefied --thunder-stricken.|4|161|The Gold-Bug|June 1843|Adventure
Presently he fell upon his knees in the pit, and, burying his naked arms up to the elbows in gold, let them there remain, as if enjoying the luxury of a bath.|5|161|The Gold-Bug|June 1843|Adventure
At length, with a deep sigh, he exclaimed, as if in a soliloquy.|6|161|The Gold-Bug|June 1843|Adventure
"""And dis all cum ob de goole-bug!"|0|162|The Gold-Bug|June 1843|Adventure
de putty goole-bug!|1|162|The Gold-Bug|June 1843|Adventure
de poor little goole-bug, what I boosed in dat sabage kind ob style!|2|162|The Gold-Bug|June 1843|Adventure
Ain't you shamed ob yourself, nigger?|3|162|The Gold-Bug|June 1843|Adventure
"--answer me dat""!"|4|162|The Gold-Bug|June 1843|Adventure
It became necessary, at last, that I should arouse both master and valet to the expediency of removing the treasure.|0|163|The Gold-Bug|June 1843|Adventure
It was growing late, and it behooved us to make exertion, that we might get every thing housed before daylight.|1|163|The Gold-Bug|June 1843|Adventure
It was difficult to say what should be done; and much time was spent in deliberation --so confused were the ideas of all.|2|163|The Gold-Bug|June 1843|Adventure
We, finally, lightened the box by removing two thirds of its contents, when we were enabled, with some trouble, to raise it from the hole.|3|163|The Gold-Bug|June 1843|Adventure
The articles taken out were deposited among the brambles, and the dog left to guard them, with strict orders from Jupiter neither, upon any pretence, to stir from the spot, nor to open his mouth until our return.|4|163|The Gold-Bug|June 1843|Adventure
We then hurriedly made for home with the chest; reaching the hut in safety, but after excessive toil, at one o'clock in the morning.|5|163|The Gold-Bug|June 1843|Adventure
Worn out as we were, it was not in human nature to do more just then.|6|163|The Gold-Bug|June 1843|Adventure
We rested until two, and had supper; starting for the hills immediately afterwards, armed with three stout sacks, which, by good luck, were upon the premises.|7|163|The Gold-Bug|June 1843|Adventure
A little before four we arrived at the pit, divided the remainder of the booty, as equally as might be, among us, and, leaving the holes unfilled, again set out for the hut, at which, for the second time, we deposited our golden burthens, just as the first streaks of the dawn gleamed from over the tree-tops in the East.|8|163|The Gold-Bug|June 1843|Adventure
We were now thoroughly broken down; but the intense excitement of the time denied us repose.|0|164|The Gold-Bug|June 1843|Adventure
After an unquiet slumber of some three or four hours' duration, we arose, as if by preconcert, to make examination of our treasure.|1|164|The Gold-Bug|June 1843|Adventure
The chest had been full to the brim, and we spent the whole day, and the greater part of the next night, in a scrutiny of its contents.|0|165|The Gold-Bug|June 1843|Adventure
There had been nothing like order or arrangement.|1|165|The Gold-Bug|June 1843|Adventure
Every thing had been heaped in promiscuously.|2|165|The Gold-Bug|June 1843|Adventure
Having assorted all with care, we found ourselves possessed of even vaster wealth than we had at first supposed.|3|165|The Gold-Bug|June 1843|Adventure
In coin there was rather more than four hundred and fifty thousand dollars --estimating the value of the pieces, as accurately as we could, by the tables of the period.|4|165|The Gold-Bug|June 1843|Adventure
There was not a particle of silver.|5|165|The Gold-Bug|June 1843|Adventure
All was gold of antique date and of great variety --French, Spanish, and German money, with a few English guineas, and some counters, of which we had never seen specimens before.|6|165|The Gold-Bug|June 1843|Adventure
There were several very large and heavy coins, so worn that we could make nothing of their inscriptions.|7|165|The Gold-Bug|June 1843|Adventure
There was no American money.|8|165|The Gold-Bug|June 1843|Adventure
The value of the jewels we found more difficulty in estimating.|9|165|The Gold-Bug|June 1843|Adventure
There were diamonds --some of them exceedingly large and fine --a hundred and ten in all, and not one of them small; eighteen rubies of remarkable brilliancy; --three hundred and ten emeralds, all very beautiful; and twenty-one sapphires, with an opal.|10|165|The Gold-Bug|June 1843|Adventure
These stones had all been broken from their settings and thrown loose in the chest.|11|165|The Gold-Bug|June 1843|Adventure
The settings themselves, which we picked out from among the other gold, appeared to have been beaten up with hammers, as if to prevent identification.|12|165|The Gold-Bug|June 1843|Adventure
Besides all this, there was a vast quantity of solid gold ornaments; --nearly two hundred massive finger and ear rings; --rich chains --thirty of these, if I remember; --eighty-three very large and heavy crucifixes; --five gold censers of great value; --a prodigious golden punch-bowl, ornamented with richly chased vine-leaves and Bacchanalian figures; with two sword-handles exquisitely embossed, and many other smaller articles which I cannot recollect.|13|165|The Gold-Bug|June 1843|Adventure
The weight of these valuables exceeded three hundred and fifty pounds avoirdupois; and in this estimate I have not included one hundred and ninety-seven superb gold watches; three of the number being worth each five hundred dollars, if one.|14|165|The Gold-Bug|June 1843|Adventure
Many of them were very old, and as time keepers valueless; the works having suffered, more or less, from corrosion --but all were richly jewelled and in cases of great worth.|15|165|The Gold-Bug|June 1843|Adventure
We estimated the entire contents of the chest, that night, at a million and a half of dollars; and, upon the subsequent disposal of the trinkets and jewels (a few being retained for our own use), it was found that we had greatly undervalued the treasure.|16|165|The Gold-Bug|June 1843|Adventure
When, at length, we had concluded our examination, and the intense excitement of the time had, in some measure, subsided, Legrand, who saw that I was dying with impatience for a solution of this most extraordinary riddle, entered into a full detail of all the circumstances connected with it.|0|166|The Gold-Bug|June 1843|Adventure
"""You remember,"" said he, ""the night when I handed you the rough sketch I had made of the scarabaeus."|0|167|The Gold-Bug|June 1843|Adventure
You recollect also, that I became quite vexed at you for insisting that my drawing resembled a death's-head.|1|167|The Gold-Bug|June 1843|Adventure
When you first made this assertion I thought you were jesting; but afterwards I called to mind the peculiar spots on the back of the insect, and admitted to myself that your remark had some little foundation in fact.|2|167|The Gold-Bug|June 1843|Adventure
"Still, the sneer at my graphic powers irritated me --for I am considered a good artist --and, therefore, when you handed me the scrap of parchment, I was about to crumple it up and throw it angrily into the fire""."|3|167|The Gold-Bug|June 1843|Adventure
"""No; it had much of the appearance of paper, and at first I supposed it to be such, but when I came to draw upon it, I discovered it, at once, to be a piece of very thin parchment."|0|169|The Gold-Bug|June 1843|Adventure
It was quite dirty, you remember.|1|169|The Gold-Bug|June 1843|Adventure
Well, as I was in the very act of crumpling it up, my glance fell upon the sketch at which you had been looking, and you may imagine my astonishment when I perceived, in fact, the figure of a death's-head just where, it seemed to me, I had made the drawing of the beetle.|2|169|The Gold-Bug|June 1843|Adventure
For a moment I was too much amazed to think with accuracy.|3|169|The Gold-Bug|June 1843|Adventure
I knew that my design was very different in detail from this --although there was a certain similarity in general outline.|4|169|The Gold-Bug|June 1843|Adventure
Presently I took a candle, and seating myself at the other end of the room, proceeded to scrutinize the parchment more closely.|5|169|The Gold-Bug|June 1843|Adventure
Upon turning it over, I saw my own sketch upon the reverse, just as I had made it.|6|169|The Gold-Bug|June 1843|Adventure
My first idea, now, was mere surprise at the really remarkable similarity of outline --at the singular coincidence involved in the fact, that unknown to me, there should have been a skull upon the other side of the parchment, immediately beneath my figure of the scarabaeus and that this skull, not only in outline, but in size, should so closely resemble my drawing.|7|169|The Gold-Bug|June 1843|Adventure
I say the singularity of this coincidence absolutely stupefied me for a time.|8|169|The Gold-Bug|June 1843|Adventure
This is the usual effect of such coincidences.|9|169|The Gold-Bug|June 1843|Adventure
The mind struggles to establish a connection --a sequence of cause and effect --and, being unable to do so, suffers a species of temporary paralysis.|10|169|The Gold-Bug|June 1843|Adventure
But, when I recovered from this stupor, there dawned upon me gradually a conviction which startled me even far more than the coincidence.|11|169|The Gold-Bug|June 1843|Adventure
I began distinctly, positively, to remember that there had been no drawing on the parchment when I made my sketch of the scarabaeus.|12|169|The Gold-Bug|June 1843|Adventure
I became perfectly certain of this; for I recollected turning up first one side and then the other, in search of the cleanest spot.|13|169|The Gold-Bug|June 1843|Adventure
Had the skull been then there, of course I could not have failed to notice it.|14|169|The Gold-Bug|June 1843|Adventure
Here was indeed a mystery which I felt it impossible to explain; but, even at that early moment, there it seemed to glimmer, faintly, within the most remote and secret chambers of my intellect, a glow-worm-like conception of that truth which last night's adventure brought to so magnificent a demonstration.|15|169|The Gold-Bug|June 1843|Adventure
I arose at once, and putting the parchment securely away, dismissed all farther reflection until I should be alone.|16|169|The Gold-Bug|June 1843|Adventure
"""When you had gone, and when Jupiter was fast asleep, I betook myself to a more methodical investigation of the affair."|0|170|The Gold-Bug|June 1843|Adventure
In the first place I considered the manner in which the parchment had come into my possession.|1|170|The Gold-Bug|June 1843|Adventure
The spot where we discovered the scarabaeus was on the coast of the main land, about a mile eastward of the island, and but a short distance above high water mark.|2|170|The Gold-Bug|June 1843|Adventure
Upon my taking hold of it, it gave me a sharp bite, which caused me to let it drop.|3|170|The Gold-Bug|June 1843|Adventure
Jupiter, with his accustomed caution, before seizing the insect, which had flown towards him, looked about him for a leaf, or something of that nature, by which to take hold of it.|4|170|The Gold-Bug|June 1843|Adventure
It was at this moment that his eyes, and mine also, fell upon the scrap of parchment, which I then supposed to be paper.|5|170|The Gold-Bug|June 1843|Adventure
It was lying half buried in the sand, a corner sticking up.|6|170|The Gold-Bug|June 1843|Adventure
Near the spot where we found it, I observed the remnants of the hull of what appeared to have been a ship's long boat.|7|170|The Gold-Bug|June 1843|Adventure
The wreck seemed to have been there for a very great while; for the resemblance to boat timbers could scarcely be traced.|8|170|The Gold-Bug|June 1843|Adventure
"""Well, Jupiter picked up the parchment, wrapped the beetle in it, and gave it to me."|0|171|The Gold-Bug|June 1843|Adventure
Soon afterwards we turned to go home, and on the way met Lieutenant G--.|1|171|The Gold-Bug|June 1843|Adventure
I showed him the insect, and he begged me to let him take it to the fort.|2|171|The Gold-Bug|June 1843|Adventure
On my consenting, he thrust it forthwith into his waistcoat pocket, without the parchment in which it had been wrapped, and which I had continued to hold in my hand during his inspection.|3|171|The Gold-Bug|June 1843|Adventure
Perhaps he dreaded my changing my mind, and thought it best to make sure of the prize at once --you know how enthusiastic he is on all subjects connected with Natural History.|4|171|The Gold-Bug|June 1843|Adventure
At the same time without being conscious of it, I must have deposited the parchment in my own pocket.|5|171|The Gold-Bug|June 1843|Adventure
"""You remember that when I went to the table, for the purpose of making a sketch of the beetle, I found no paper where it was usually kept."|0|172|The Gold-Bug|June 1843|Adventure
I looked in the drawer, and found none there.|1|172|The Gold-Bug|June 1843|Adventure
